price,street,area,bedrooms,bathrooms,halfbathrooms,unit,status,buildingType,latitude,longitude
3650,605 West 112th Street,Morningside Heights,1,1,0,5B,ACTIVE,RENTAL,40.805927,-73.96632
2900,908 Amsterdam Avenue,Manhattan Valley,0,1,0,2C,ACTIVE,RENTAL,40.79961,-73.96672
6103,777 6th Avenue,Chelsea,1,1,0,4L,ACTIVE,RENTAL,40.7451,-73.9916
3244,405 West 206th Street,Inwood,1,1,0,1003S,ACTIVE,RENTAL,40.8634,-73.91755
6095,255 East 39th Street,Murray Hill,1,1,0,2E,ACTIVE,RENTAL,40.748062,-73.97395
3365,22 Chapel Street,Downtown Brooklyn,0,1,0,10F,ACTIVE,RENTAL,40.69704,-73.9857
3625,1 Sullivan Place,Crown Heights,1,1,0,11C,ACTIVE,RENTAL,40.66437,-73.96101
1595,721 Walton Avenue,Concourse,1,1,0,D16,ACTIVE,RENTAL,40.824207,-73.9264
4600,520 West 48th Street,Hell's Kitchen,1,1,0,6P,ACTIVE,RENTAL,40.7637,-73.9939
3896,239 North 9th Street,Williamsburg,0,1,0,W211,ACTIVE,RENTAL,40.7173,-73.9536
6623,309 5th Avenue,Midtown South,1,1,0,11A,ACTIVE,RENTAL,40.7467,-73.9853
11000,312 West 43rd Street,Hell's Kitchen,2,2,0,34E,ACTIVE,RENTAL,40.757843,-73.99018
4863,245 E. 40th Street,Murray Hill,1,1,0,11A,ACTIVE,RENTAL,40.7489,-73.9734
7692,95 Wall Street,Financial District,2,2,0,2222,ACTIVE,RENTAL,40.7046,-74.0075
4195,210 West 89th Street,Upper West Side,0,1,0,011D,ACTIVE,RENTAL,40.7897,-73.9745
5995,210 West 89th Street,Upper West Side,1,1,0,006K,ACTIVE,RENTAL,40.7897,-73.9745
5100,775 Columbus Avenue,Upper West Side,1,1,0,07A,ACTIVE,RENTAL,40.7938,-73.9665
4785,801 Amsterdam Avenue,Upper West Side,1,1,0,06C,ACTIVE,RENTAL,40.7961,-73.9686
3895,252 East 61st Street,Lenox Hill,0,1,0,S-05G,ACTIVE,RENTAL,40.7617,-73.964
4995,625 West 57th Street,Hell's Kitchen,1,1,0,1057,ACTIVE,RENTAL,40.7711,-73.9927
4667,335 Bond Street,Gowanus,1,1,0,3D,ACTIVE,RENTAL,40.678783,-73.98999
4983,335 Bond Street,Gowanus,1,1,0,5C,ACTIVE,RENTAL,40.678783,-73.98999
5295,246 Mott Street,Nolita,1,1,0,23,ACTIVE,RENTAL,40.7233,-73.9945
4400,37-42 30th Street,Long Island City,2,1,0,3K,ACTIVE,RENTAL,40.754528,-73.93297
8000,344 East 63rd Street,Lenox Hill,4,1,1,15B,ACTIVE,RENTAL,40.7621,-73.9608
5073,795 Columbus Avenue,Upper West Side,1,1,0,10K,ACTIVE,RENTAL,40.7943,-73.966
4250,106 Fulton Street,Fulton/Seaport,2,1,0,8G,ACTIVE,RENTAL,40.7096,-74.00705
5495,246 Mott Street,Nolita,1,1,0,7,ACTIVE,RENTAL,40.7233,-73.9945
3895,340 East 58th Street,Sutton Place,1,1,0,1B,ACTIVE,RENTAL,40.759087,-73.963264
2650,214 West 102nd Street,Manhattan Valley,0,1,0,3D,ACTIVE,RENTAL,40.79804,-73.96855
6500,225 East 63rd Street,Lenox Hill,1,1,0,PHA,ACTIVE,RENTAL,40.7638,-73.9635
2650,800 Flatbush Avenue,Flatbush,0,1,0,702,ACTIVE,RENTAL,40.653225,-73.959816
5300,26-25 28th Street,Astoria,2,2,0,4,ACTIVE,RENTAL,40.770084,-73.921165
7970,261 West 24th Street,Chelsea,1,1,0,12A,ACTIVE,RENTAL,40.74598,-73.99746
2758,221 Sea Breeze Avenue,Coney Island,1,1,0,13C,ACTIVE,RENTAL,40.576145,-73.97329
3000,2156 Cortelyou Road,Flatbush,3,1,0,10,ACTIVE,RENTAL,40.643967,-73.95684
